client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35292423.mp3	01079003d97585348ce12ca53e8253d5534b747c1e3339afc5975b207263b6d8	Mekɔɔ ahɔhodan bi mu kɔnna ntɛm ara.		0	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35292468.mp3	023452e8e186eef9e7617b259f2c2711beb85720233e854041f183c3ef7d5a03	Ɛsɛ sɛ yɛn mu biako yɛ.		0	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35292493.mp3	02e07bd65825a8b525176b6a426d835c3d064a9ee3b2ab45fbeee647326002e8	Ɛyɛ adeyɛ a egye ntɛmpɛ, Kwabena.		0	0	thirties	male_masculine	Native 		tw	
214790e960373be287dd0c61daee4099677e67f094cf7a94beb44e738972354e1a2ded2d6f2b710d1d47d9da4c6f46b5c81879aa946e55d4d485b932ed583ec4	common_voice_tw_36831070.mp3	006691b3f4c69ebc9e99588cb19d6d595213c62a7ff55d09e29a030a5af476b3	Egye nneɛma a wɔde bɔ afɔre.		1	0					tw	
214790e960373be287dd0c61daee4099677e67f094cf7a94beb44e738972354e1a2ded2d6f2b710d1d47d9da4c6f46b5c81879aa946e55d4d485b932ed583ec4	common_voice_tw_36831071.mp3	02a44d982040137103cbcca222e3b7e7f4cd4c9f199b39fcc80c2c6c7b6039bb	Mibuae sɛ: M’ani sɔ.		0	0					tw	
c27e501d302a7f2af751e6372090a5fdb8588988ca7f3f6ef3b029199c106854dd0c52ad4c39f9296ebadc63278358f263db4825ea4d62849292c885d0bf1690	common_voice_tw_40006125.mp3	03370842844517e9d9c0081d48e252cc4313756638e9add81234e0963d36a5dc	Wɔn ani gyee ho.		0	1					tw	
c27e501d302a7f2af751e6372090a5fdb8588988ca7f3f6ef3b029199c106854dd0c52ad4c39f9296ebadc63278358f263db4825ea4d62849292c885d0bf1690	common_voice_tw_40006126.mp3	02d9a3cc8b6de902f524b62d9af8588b32cccb4f219ae4159f54d282a871633b	Yɛte eyi ase.		1	1					tw	
c27e501d302a7f2af751e6372090a5fdb8588988ca7f3f6ef3b029199c106854dd0c52ad4c39f9296ebadc63278358f263db4825ea4d62849292c885d0bf1690	common_voice_tw_40006127.mp3	02e0877d0d4fe3647b794004ef8a8e2381e2b234f1f139cdb69233f20587cc5d	Nea mekae no haw me.		1	1					tw	
c27e501d302a7f2af751e6372090a5fdb8588988ca7f3f6ef3b029199c106854dd0c52ad4c39f9296ebadc63278358f263db4825ea4d62849292c885d0bf1690	common_voice_tw_40006128.mp3	00e79db821d692f7a31ab0e90f60f25e56f245996d7e1cab25416dd891cf96b5	Onyankopɔn ne Ɔtemmufo a ɔsen biara wɔ nea esisii tete mmere mu ho.		0	0					tw	
c27e501d302a7f2af751e6372090a5fdb8588988ca7f3f6ef3b029199c106854dd0c52ad4c39f9296ebadc63278358f263db4825ea4d62849292c885d0bf1690	common_voice_tw_40006129.mp3	021efd6d3077ce2d802d921ca176f21ea4c513e7cb5f1cb44b7f5a156a435b91	Anidaso wɔ baabi a nkwa wɔ.		0	0					tw	
65991c66416db25a41551f77023f8e218d1438b04883a65e18595426660a365eb60ee64335c72436a38161833765fbc2a4abc751c2a6def3e67f287d853f6c9b	common_voice_tw_40206810.mp3	0071773bace2e58be200ceb214f82c51a5611ce352a1121c6947d5ebce40fb3e	Nanso, ɛtɔ mmere bi a, nsisi tumi ba wɔ anifere kwan so.		0	0					tw	
65991c66416db25a41551f77023f8e218d1438b04883a65e18595426660a365eb60ee64335c72436a38161833765fbc2a4abc751c2a6def3e67f287d853f6c9b	common_voice_tw_40206813.mp3	0295d6959686ba469862d3b63c05d4e2cdbbdf3971679a8291fde56145e8dc1a	Asubɔnten Kɛse no tumi dii ho dwuma besii nnansa yi.		1	0					tw	
65991c66416db25a41551f77023f8e218d1438b04883a65e18595426660a365eb60ee64335c72436a38161833765fbc2a4abc751c2a6def3e67f287d853f6c9b	common_voice_tw_40206817.mp3	0204365c3371a957baf41cfdf8d46f17303b7887db8aaebba85e4a0aea3645d0	Dɛn nti na Yesu kasa tiaa komam akɔnnɔ a ɛte saa no?		1	1					tw	
65991c66416db25a41551f77023f8e218d1438b04883a65e18595426660a365eb60ee64335c72436a38161833765fbc2a4abc751c2a6def3e67f287d853f6c9b	common_voice_tw_40206825.mp3	0106f6820e801882c270d02d04b37666fbb3eaffc41296547e676c958e1be832	Woaka saa pɛn?		1	0					tw	
65991c66416db25a41551f77023f8e218d1438b04883a65e18595426660a365eb60ee64335c72436a38161833765fbc2a4abc751c2a6def3e67f287d853f6c9b	common_voice_tw_40206826.mp3	0301b3d1fcf4d7da55134b05750f6b5e8acbe0e11ccd6d1320c02b9d9e76b1d6	Ɛyɛ yɛn asɛyɛde sɛ yɛboa wɔn.		1	0					tw	
65991c66416db25a41551f77023f8e218d1438b04883a65e18595426660a365eb60ee64335c72436a38161833765fbc2a4abc751c2a6def3e67f287d853f6c9b	common_voice_tw_40206827.mp3	0309083f413e32dbfe9a24dcaa95610bec1c34d2279a32cf4021f540a948fcd4	Sɛ mmoa wɔ hɔ a, bisa, na nya mu mfaso.		0	0					tw	
65991c66416db25a41551f77023f8e218d1438b04883a65e18595426660a365eb60ee64335c72436a38161833765fbc2a4abc751c2a6def3e67f287d853f6c9b	common_voice_tw_40206829.mp3	023593602117aaea45bbbf51dd3ad13f08a85b22e9f4f1896ea3f08b2799b3ab	Medwene sɛ ne serew yɛ fɛw		0	0					tw	
bdf1fb295f1a44dce629d5ebbbc3eb991d5ac9638a9a2feeff6fb26e447e36f62013a01c3e8e12b48f6d1735bd9e437c253990d702b0d2b713c08bd61eab0130	common_voice_tw_40258529.mp3	02e58def1bb7d25698739941630f511308cb6c57dc9c5c96fb3b2f46a8bcca6e	Sɛ woanhwɛ yiye a, wubetumi ahyia akwanhyia.		0	0					tw	
bdf1fb295f1a44dce629d5ebbbc3eb991d5ac9638a9a2feeff6fb26e447e36f62013a01c3e8e12b48f6d1735bd9e437c253990d702b0d2b713c08bd61eab0130	common_voice_tw_40258531.mp3	01305cffa13f9460a74547875008ee72e437083d80176d026db53a4f17d95fda	Esiane sɛ wadi nkogu mprenu nti, ɔmpɛ sɛ ɔyɛ bio.		0	0					tw	
bdf1fb295f1a44dce629d5ebbbc3eb991d5ac9638a9a2feeff6fb26e447e36f62013a01c3e8e12b48f6d1735bd9e437c253990d702b0d2b713c08bd61eab0130	common_voice_tw_40258532.mp3	0305e1b1120689b3120c61401317bb10c846a8d76f03b7b6c63c85359ff06ed1	Mehia mmoa		0	0					tw	
bdf1fb295f1a44dce629d5ebbbc3eb991d5ac9638a9a2feeff6fb26e447e36f62013a01c3e8e12b48f6d1735bd9e437c253990d702b0d2b713c08bd61eab0130	common_voice_tw_40258533.mp3	02cbf04d42df41f9637cf7c017fe5f7c5c96d05e6b3e74d807cf4b449f9ce58e	Na ɛyɛ ɔbarima ne ɔbea ntam dɔ.		0	1					tw	
bcbbb096b90451e868b465a360871263617b012150da3b10a3613f91dcf23fc263e43832202dacb0b8d7640866687d13b2dbb4c558f577a63c0490efc9da4a11	common_voice_tw_40932707.mp3	03c76f1ccc9dde6ac3cfdf2d1c279656d196a6a6d50ea740a76c3cfd1e4870e7	Ɛnyɛ bɔne ankasa.		1	0					tw	
bcbbb096b90451e868b465a360871263617b012150da3b10a3613f91dcf23fc263e43832202dacb0b8d7640866687d13b2dbb4c558f577a63c0490efc9da4a11	common_voice_tw_40932708.mp3	03c59b78a356488a17002c5375c570fc71aad212faa10fa57cbe5d4d903daae3	Nanso na mayɛ basaa, na na misuro.		0	0					tw	
bcbbb096b90451e868b465a360871263617b012150da3b10a3613f91dcf23fc263e43832202dacb0b8d7640866687d13b2dbb4c558f577a63c0490efc9da4a11	common_voice_tw_40932709.mp3	03e14232d4cd05f47412c1489f403119ec58ccb289d5fa258259fbb970b33986	Nokwarem no, ɔma yehui!		1	1					tw	
bcbbb096b90451e868b465a360871263617b012150da3b10a3613f91dcf23fc263e43832202dacb0b8d7640866687d13b2dbb4c558f577a63c0490efc9da4a11	common_voice_tw_40932711.mp3	03f0f4aa9a27c64f77afd71ccd29ad26e623a901c8b8bbe2c2cb0dac07f2313e	Yɛde nokware no bɔɔ yɛn bra.		1	0					tw	
a84d1065556bc666e965ceb8783d9b45ea2e8bc3a3ca027e7b3695e8e62564e92006e673521ec4c8ff9ce8ab492fcec347000390b0060307b0b4da512a953a2f	common_voice_tw_41029566.mp3	013b55644707e04c5c28731594ce93a21c3a3d926b3ff313bc66fd2dad2a2f05	Sɛ́ Asamoah no, aniwa tuntum bi wɔ hɔ.		1	1					tw	
a84d1065556bc666e965ceb8783d9b45ea2e8bc3a3ca027e7b3695e8e62564e92006e673521ec4c8ff9ce8ab492fcec347000390b0060307b0b4da512a953a2f	common_voice_tw_41029567.mp3	02fd551ad26d625ad2978062a7cb0d15cb454bca8762067df5830413aed3531c	Adɛn nti na yebetumi aka sɛ yebetumi abɛyɛ Onyankopɔn nnamfo?		0	0					tw	
a84d1065556bc666e965ceb8783d9b45ea2e8bc3a3ca027e7b3695e8e62564e92006e673521ec4c8ff9ce8ab492fcec347000390b0060307b0b4da512a953a2f	common_voice_tw_41029568.mp3	010271bc567d398efb4ee30a1b1a7a8187241862340975babfc615ef4898391a	Sɛ́ agya no, Asamoah dii nkogu koraa.		0	1					tw	
a84d1065556bc666e965ceb8783d9b45ea2e8bc3a3ca027e7b3695e8e62564e92006e673521ec4c8ff9ce8ab492fcec347000390b0060307b0b4da512a953a2f	common_voice_tw_41029569.mp3	01d42fe80fb4f0c56915307434f5bed3d0152833bac3d9c198c7e6c3199f84de	Asamoah si ne fie akyi.		0	1					tw	
a84d1065556bc666e965ceb8783d9b45ea2e8bc3a3ca027e7b3695e8e62564e92006e673521ec4c8ff9ce8ab492fcec347000390b0060307b0b4da512a953a2f	common_voice_tw_41029570.mp3	03c919fa95787e05c73aea1f1fcd6f03b058233a5df1aac3b598aaef442bf708	Mesuro sɛ biribiara nni hɔ a metumi ayɛ.		0	1					tw	
202a22ab7255940ea61b251684b6f4c21461f48fee970789cff1f20f657b39cfdd7e5b721a42343af7b76d5c579a72e3195089b586cac311924a0251b325ac9d	common_voice_tw_41094458.mp3	0286a66cc8a6f011a93ebe0057ecc7c868a17b86cca373b245c9be051a78c921	M'ani gye wo mfonini no ho paa.		0	0			I will describe my accent as someone from the Northern part of Ghana, who grew up speaking twi in the Southern side, so I have just a tiny bit of an accent on my Twi		tw	
202a22ab7255940ea61b251684b6f4c21461f48fee970789cff1f20f657b39cfdd7e5b721a42343af7b76d5c579a72e3195089b586cac311924a0251b325ac9d	common_voice_tw_41094459.mp3	01637d289537914972933d7c8d8c5f7b3a4c2f52c17fe3c19a3b0da25ecb1d6e	So wubetumi asusuw nea enti a ɛnsɛ sɛ Asamoah ne Aba ware no ho?		0	0			I will describe my accent as someone from the Northern part of Ghana, who grew up speaking twi in the Southern side, so I have just a tiny bit of an accent on my Twi		tw	
202a22ab7255940ea61b251684b6f4c21461f48fee970789cff1f20f657b39cfdd7e5b721a42343af7b76d5c579a72e3195089b586cac311924a0251b325ac9d	common_voice_tw_41094460.mp3	03b905cd7975e4cda41b7ed99118d1faa87f0cfbbd269f61cf39a84d20b9ef80	Ná minni obiara a me ne no bɛkasa.		1	0			I will describe my accent as someone from the Northern part of Ghana, who grew up speaking twi in the Southern side, so I have just a tiny bit of an accent on my Twi		tw	
202a22ab7255940ea61b251684b6f4c21461f48fee970789cff1f20f657b39cfdd7e5b721a42343af7b76d5c579a72e3195089b586cac311924a0251b325ac9d	common_voice_tw_41094462.mp3	03c54ab982cdf60788cbb81da1ed5bd5c3d445f23cc6321b49fdac3b3a88304c	Onyankopɔn dom nti, Paulo ne no nyaa adamfofa a emu den.		0	1			I will describe my accent as someone from the Northern part of Ghana, who grew up speaking twi in the Southern side, so I have just a tiny bit of an accent on my Twi		tw	
