client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280453.mp3	013c6e207b9370b9c0a3c2ab3b49f0881d8949b9190443a136c48c320571518a	Wɔn amumɔyɛde no ka yɛn nyinaa, na ɛma nneɛma bo yɛ den.		4	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280454.mp3	01d8d0225b57f020920d250b5a5da518329f152832c27b66d7f701569e01377d	Awofo a wɔwɔ abrabɔ pa ho nnyinasosɛm nso betumi de mmoa ama.		4	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280455.mp3	009cf80c484223a07c61a60a7fc9103820ec02d658bf8cf3484a047a080837b7	na ɔyɛ ahomaso.		4	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280456.mp3	014b9ee674f30f4a2bab107f4f9e164e0a499e2d461e13eaf3d2ca7a5d8f0492	Ɛsɛ sɛ woma meboa.		2	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280457.mp3	0028396255d1802abd633cf98b00a8003845a7830a2fd638ede117a6c60a686f	Yɛnkɔhwɛ sini		2	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280458.mp3	013e810ffbf1722f08406575dc1d35ce84b3fe95ddc8585cc33dc1d992d8ed6c	Nsakrae titiriw a wɔbɛyɛ wɔ sɛnea wosii no mu nkutoo na ɛbɛbɔ ho ban.		4	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280459.mp3	014590ba414453999e13e2d455afe7e238f2db63e67d7eb4ecf369cd792020dc	Mede me ho hyɛɛ apontow no mu bi.		4	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280460.mp3	01ac52971c5155d3529db78a5102ac594ded2d0b837e5fb03dda9e112fb9f10d	Mibuee mpomma no mu anadwo mũ no nyinaa.		4	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280461.mp3	0172030074d4fed56224295b36fefd7e43462ace0a4c1418192a6d2c76e49ed0	Nnipakuw a Wodi Yiye a Wɔbɛhyehyɛ		4	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280462.mp3	018efb196a4e8d496c6cb1eeeaf10f444ffa72c1f42d68ac75ce367a439b00f7	Aguade ho dawurubɔ foforo nso de ntimu na edi dwuma.		4	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280463.mp3	0197ae2c64aa457d6d643b56bc3ca56992971bec89f18fcc6f655267931aacf1	Suban: Akwahosan Pa — Dɛn na Wubetumi Ayɛ Wɔ Ho?		2	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280464.mp3	001a6788e3beb532206bf0b7274499113b834f458bcc8eba446545e945a0a9df	Asamoah di ntoma no siee ne sumii ase.		4	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280466.mp3	00b7f280be84f105e289c4a886c0dfe55f3f38276b094dc69d58895a8a5506ce	Ɔkwan bɛn so na saa dua yi dua fii ase?		2	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280468.mp3	019ad12473160c329b1ea0ae655c63c1afc783f1e349b7a10970332327029ee6	Mfaso a Enni Akodi So		4	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280489.mp3	029fc202a8cfaac56416337ec305adf8d3a470b63b049d7eee3b99e3eb5a6243	So woka sɛ saa awerɛhosɛm yi ntumi nsi wɔ beae a wote da?		4	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280491.mp3	01fa785951c4e6bc138a01fc4f31b9076714ddcc021ca8cbcf072156702c9bdf	Ɛno yɛ anigyesɛm ma me.		4	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280492.mp3	01303f36342c0d16c94cadc6ac39ab4286e569ec63246c68367e56aac100ee7d	Ná wasi gyinae a etwa to.		4	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280497.mp3	01fc893d32dbf01c851a5ef32ed97f7b5e3a348955f532420d13698b25704b1a	Ɛyɛɛ wo nwonwa?		2	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280498.mp3	025cb9efb1b433cc7ba1e08fd7a807ec73e9ce49ff7a503441479135dba2e71a	Na Asamoa wɔ nsɛm bi a ɛyɛ anigye bi ka.		4	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280499.mp3	02b1866eb796cfb623bacd70054e642991c596324c2787319bca80bd46bf77c4	Mmea ahotefo no reto dwom.		4	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280500.mp3	02a57d30ea0d4bf4904dda46090a5171746437062f86ecafa041b2da1b63638b	Ná onnim nyansa.		4	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280501.mp3	01da6130bef68bbc3956e0f3cd70ee00ab2082c8cd55a33406269aec3158346e	Fi hɔ ɔkyena.		4	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280502.mp3	02723db5b7fdc590750e18a09cdec58a9d7c1d3182e86bf74d65763bd44bc330	Minim sɛ Asamoa nim.		4	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280503.mp3	018e73cc26fc603e248674ea235d497302f4cd3997e0692dd09a99cc634e9915	Badwoa biako nyin na esian kɔ awotwaa no mu.		2	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280504.mp3	0079a1e6085030fe17dc504dad26908fd16942bd67d1f4985c8928cacd5d19db	So wopɛ sɛ wutu kwan?		4	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280505.mp3	026ef4169b3cbcd6c225a75b06cd9b8a3dfeaccc8865f70d17d0c3660278e17e	Wunim nyansa yiye.		2	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280506.mp3	017dcfabfebf75ba39b91c10b69accfb08a7307d010b6cec98f1c3c976d9e6e5	Bere a na Koosa pɛ sɛ odidi wɔ mpa so no, ofii ase didii.		4	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280507.mp3	00a2b2be8919f782273d62afa5ed6a02b329d3db3eea7b958fb22d41cca055d6	Ɛnsɛ sɛ woka adɛfɛdɛfɛsɛm, na mmom fa ayeyi a ɛfata ma.		2	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280508.mp3	016351aafed17a10057f2dc6ff0f05cecafbf66de731c28d1272178db596e305	Afrika akyerɛma de nhyehyɛe foforo dii dwuma.		4	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280509.mp3	006d72db1a99ac10572403d9b0e659f4f2c2e24007ab153118b7407bce299c6e	Sɛ nsu no mu yɛ den a, ɛkɔ soro.		4	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280510.mp3	02403f5e9f429dcff1ab5b4d4d80186998e8adef710d70af08253ab137a708ea	Asamoa wɔ apre nnua abiesa wɔ n' adiwo.		2	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280511.mp3	00d40f85f867ae964c6245126789d74a4221197a24e191bdf47afc912187f117	Mmere bi wɔ hɔ a ɛtwene ahorow maa abakɔsɛm mu nsɛm tebea sesae.		4	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280521.mp3	006a3c483060e3adca3b312d5457dc86ed82d00d94de23462c7777cfe8e319e1	Yɛretopon anadwo yi.		4	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280522.mp3	0298112fc91aefe303f9bc6090ade880fe1d8211ab67237528ecd6fd9f164f95	Wowɔ nnamfo pii?		4	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280523.mp3	0022785ec5bc919d87fda8a8835cdadfc88fa964da000e76f82ffbe02e0ea380	Bio nso, asoɔden sɛe wo ne w’awofo ntam abusuabɔ.		4	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280524.mp3	01353ad5cd81b6df05fe30c527e6fa7dfbae980d9abca1ecbe0c0a24b11e5527	ɔno nso hui		4	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280525.mp3	0251b97cdcb70a6c81652f4ee5aa8191638df57a852eb76859a9f54b4a5254ae	Miguan puee kɔpɛɛ kai		4	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280531.mp3	0173ac1e4d6259e35042a616c4d15bcd541c108ceebc5eab5643bc1580309221	Ɛyɛ bere a obi adi bɛyɛ mfe anan kosi anan akyi.		4	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280532.mp3	01af7afeba1673cef17e8cd68157e32abe7a592cb8feb8d24da899fce840e666	Enti yɛbɛyɛɛ ɔwofo biako abusua.		4	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280533.mp3	007f1ebb8d9e1d69f21c82a96b4273857fa917fc8a1e033cd7a62eb2ecb74c2a	Biribiara a ohu no, sɛ ɔhwɛ no yiye a, obetumi ayɛ....		2	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280534.mp3	021d58f451cf58463e74e4e84c443d471bbb30603648aedb235a44e56727dcc8	Ɔyaresafoɔ no nhwehwɛmu no pansam n’abusuakuo daeso		4	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280535.mp3	01491ecc8dba5f30677c9223750df8d4bfc31af543cf5b28fc473905ce584f5a	Migye di sɛ Onyankopɔn wɔ hɔ.		4	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280540.mp3	016367b1a74232350bd7c14c3937ba64ac876e26bec85c2a48f128faba3b7a51	Wobɔ mmɔden sɛ wobɛma agyina nanso ɛnyɛ yiye.		4	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280541.mp3	01e119b6d061280b0697b146d31c641587aa1a237e31acc13c0b2804dfd3a2b7	Eyi nyɛ nea asɛm biara nni ho.		2	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280542.mp3	01e75b538b2de206a15902ba8902aeeeaff3b90a5645723ceeb2b91594e37da2	Dɛn na yɛfrɛ no saa atosode yi wɔ Engiresi kasa mu?		4	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280543.mp3	021a5c42746b7566ea5b85e5b24a848d7f85083456a0671cd8911b44d5f77f51	Mpere wo ho nsi gyinae wɔ nea ɛsɛ sɛ woyɛ ho.		2	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280544.mp3	01ccfa591bf098cdeaa3b469e8ad55287833f2ff97a330cda1a0149a6dfc1b5b	• Ɔkasa tia ne ho		4	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280546.mp3	011ab8ad842ac8dce1122332f3d925e20f74cd1ba28c52ac8f7ebde768293f9c	Wɔtɔn Asetra a Enni Awiei		4	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280547.mp3	02987b920fe188c42d87dca1f13b1b3ae45b03cd4feafac9b5f3a90f475baf25	Mehwɛ kwan sɛ ɔbɛba bere biara.		2	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280548.mp3	00adfda32b6a98dfda4983500acefe053cdf2ed6bdaebc49cd9078e1154a44e5	German kasa ho nimdeɛ a mewɔ no sua.		4	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280549.mp3	00ad9e45af23cbc3bb48b3bc6f0a456c48cb73504373b828ce49b0573891566a	Mfe akron a atwam ni no, nufu mu kokoram kum me maame.		4	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280550.mp3	02d678acff50e7af3bbf4ff4c243dbf862fcce52ce2ab87b90e029259b99681c	So w’ani sɔ nnwom akyɛde a yɛn Bɔfo no de ama yɛn no?		2	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280551.mp3	02bd1e1981b2de3ff4d697e23259c3de9a219910ef591143fedbb105fb70ede0	So wopɛ sukuu?		2	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280552.mp3	01acdb7c5c2de092edd4e1f9b006e535a0c4ba3cedeb2a785ae97725a458e886	Tema — Nkɔmmɔbɔ Fapem		2	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280553.mp3	028c76077e6f7cfebfac24f2ac79b959203fe8485bf8fe39e60408f1beb9db00	Mennye nni sɛ nsamanfo wɔ hɔ.		2	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280554.mp3	0071234716548459c0d3b4c9a6dd5880afcd9aac922abdc48d10e37eef8c724f	Ofie no fã ha tɔ anɔpa.		4	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280555.mp3	01656657ca8fb369d5665c7c684e4032a77935a6ec10ed6658b8af7d66344c31	ne werɛ remfi da!		4	0	thirties	male_masculine	Native 		tw	
0ca034bbace1356d7186070ff11775fdf3d35ca54078cc21ca9df2ba3b095919da7cb031e0eb45c378148ca29a4ae7e3f0dcb7c687f4b8c0f1b04057b70a6497	common_voice_tw_35280556.mp3	02be807e1010b61d687f50767a968c255b34573b76d30695986eb0284a3db7fd	So ɛyɛ me de?		4	0	thirties	male_masculine	Native 		tw	
